case_id,item_id,account_segment,account_industry,health_score,open_escalation_count,product_archetype,product_family,charge_model,gross_margin_percent,gross_margin_band,strategic_product_tier,attach_product_type,is_core_product,usage_percent,active_user_percent,login_trend_30d,ticket_count_90d,sev1_count_90d,csat_score,current_quantity,current_discount_percent,current_arr,list_unit_price,net_unit_price,payment_risk_band,adoption_band,demo_scenario_key,rule_risk_score,rule_disposition,observed_renewal_outcome,observed_discount_accepted,observed_reviewer_override,observed_arr_delta_percent,risk_label,expansion_label
syn_case_0191,syn_item_0491,MID_MARKET,HEALTHCARE,41.9,2,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,49.2,66.4,-18.9,10,1,2.8,2,9.6,10852.8,6000,5426.4,MEDIUM,MODERATE,CUSTOMER_RISK_ESCALATION,70,RENEW_WITH_CONCESSION,WON,1,0,-11.3,76.2,0
syn_case_0192,syn_item_0492,MID_MARKET,MANUFACTURING,60.9,3,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,78.6,67.1,-3.9,4,1,4.1,1,12.8,5233.9,6000,5233.9,MEDIUM,STRONG,BASE_CASE,16,RENEW,WON,1,0,1.6,4.9,0
syn_case_0193,syn_item_0493,MID_MARKET,PUBLIC_SECTOR,57.2,4,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,25.9,52.3,-11.8,8,2,3.0,100,15.0,4079423.6,48000,40794.2,LOW,WEAK,ADOPTION_DECLINE,78,RENEW_WITH_CONCESSION,WON,1,0,-6.4,76.0,0
syn_case_0194,syn_item_0494,MID_MARKET,ENERGY,34.4,1,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,34.2,44.5,-19.4,3,2,3.4,1,8.2,2203.1,2400,2203.1,HIGH,WEAK,ADOPTION_DECLINE,75,RENEW_WITH_CONCESSION,WON,1,0,-8.0,76.6,0
syn_case_0195,syn_item_0495,STRATEGIC,PUBLIC_SECTOR,47.2,0,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,42.0,26.8,-24.5,10,1,3.3,10,18.5,9783.7,1200,978.4,HIGH,WEAK,ADOPTION_DECLINE,75,RENEW_WITH_CONCESSION,CONTRACTED,1,1,-1.1,76.8,0
syn_case_0196,syn_item_0496,STRATEGIC,FINANCIAL_SERVICES,75.6,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,85.1,79.0,8.3,4,0,3.8,1,15.1,1018.5,1200,1018.5,LOW,STRONG,BASE_CASE,0,RENEW,WON,1,0,-0.8,0,0
syn_case_0197,syn_item_0497,MID_MARKET,ENERGY,70.2,0,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,92.4,71.4,11.6,0,0,3.8,1,11.9,42267.5,48000,42267.5,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,27.5,4.1,1
syn_case_0198,syn_item_0498,STRATEGIC,FINANCIAL_SERVICES,74.6,4,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,69.2,81.0,-1.6,3,1,4.8,100,9.2,4360795.9,48000,43608.0,MEDIUM,MODERATE,BASE_CASE,3,RENEW,EXPANDED,1,0,23.0,0,1
syn_case_0199,syn_item_0499,COMMERCIAL,MANUFACTURING,63.1,0,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,89.7,63.3,10.3,1,0,3.9,100,15.9,4036770.8,48000,40367.7,LOW,STRONG,BASE_CASE,1,RENEW,EXPANDED,1,0,15.7,3.3,1
syn_case_0200,syn_item_0500,COMMERCIAL,RETAIL,70.1,3,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,41.9,41.5,-23.1,8,0,3.8,5,9.4,10869.6,2400,2173.9,LOW,WEAK,ADOPTION_DECLINE,24,RENEW,WON,1,0,1.1,10.0,0
syn_case_0201,syn_item_0501,COMMERCIAL,RETAIL,82.5,0,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,94.7,73.6,8.5,0,1,5.0,100,6.5,560748.8,6000,5607.5,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,27.1,0.0,1
syn_case_0202,syn_item_0502,STRATEGIC,HEALTHCARE,78.9,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,68.6,56.0,13.1,2,1,4.7,25,29.4,2648350.7,150000,105934.0,LOW,MODERATE,MARGIN_RECOVERY,10,RENEW,WON,1,0,1.6,3.4,0
syn_case_0203,syn_item_0503,STRATEGIC,TELECOM,69.9,4,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,80.4,73.1,-2.4,8,0,3.8,1,5.9,84706.5,90000,84706.5,HIGH,STRONG,PAYMENT_APPROVAL_RISK,9,RENEW,WON,1,0,-0.8,11.9,0
syn_case_0204,syn_item_0504,COMMERCIAL,HEALTHCARE,86.1,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,100.0,80.2,26.4,1,0,4.8,1,11.1,2134.2,2400,2134.2,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,14.3,7.9,1
syn_case_0205,syn_item_0505,MID_MARKET,ENERGY,74.6,1,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,74.3,77.5,11.4,5,0,4.0,1,31.0,62122.5,90000,62122.5,LOW,STRONG,MARGIN_RECOVERY,7,RENEW,EXPANDED,1,0,23.3,5.5,1
syn_case_0206,syn_item_0506,STRATEGIC,PUBLIC_SECTOR,91.2,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,68.2,58.8,-2.6,4,1,4.4,25,3.8,57747.6,2400,2309.9,LOW,MODERATE,BASE_CASE,4,RENEW,WON,1,0,-0.6,15.4,0
syn_case_0207,syn_item_0507,MID_MARKET,HEALTHCARE,57.7,4,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,95.2,90.6,3.7,4,1,3.9,5,14.3,10283.2,2400,2056.6,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,WON,1,0,-1.2,0,0
syn_case_0208,syn_item_0508,COMMERCIAL,TELECOM,89.9,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,62.5,60.2,12.1,2,0,4.4,1,28.8,106733.6,150000,106733.6,LOW,MODERATE,MARGIN_RECOVERY,0,RENEW,EXPANDED,1,0,22.0,0,1
syn_case_0209,syn_item_0509,COMMERCIAL,PUBLIC_SECTOR,65.4,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,75.7,90.1,11.0,2,1,4.2,5,5.9,11289.2,2400,2257.8,LOW,STRONG,BASE_CASE,1,RENEW,EXPANDED,1,0,26.5,0,1
syn_case_0210,syn_item_0510,COMMERCIAL,MANUFACTURING,98,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,86.7,58.0,9.2,3,0,3.8,1,15.1,1018.7,1200,1018.7,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,25.2,5.6,1
syn_case_0211,syn_item_0511,MID_MARKET,ENERGY,70.5,3,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,71.4,66.2,0.8,1,1,4.0,50,40.1,2695736.7,90000,53914.7,LOW,STRONG,MARGIN_RECOVERY,15,RENEW,WON,0,0,-2.3,18.0,0
syn_case_0212,syn_item_0512,MID_MARKET,FINANCIAL_SERVICES,65.2,4,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,65.9,82.2,6.4,2,1,4.9,5,24.4,45352.8,12000,9070.6,LOW,MODERATE,BASE_CASE,5,RENEW,WON,1,0,-2.8,13.3,0
syn_case_0213,syn_item_0513,STRATEGIC,PUBLIC_SECTOR,95.4,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,51.3,48.8,-8.5,2,0,3.6,5,21.5,588753.3,150000,117750.7,HIGH,MODERATE,PAYMENT_APPROVAL_RISK,20,RENEW,WON,1,0,-0.9,20.8,0
syn_case_0214,syn_item_0514,STRATEGIC,PUBLIC_SECTOR,70.5,2,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,102.2,95.6,14.1,0,0,4.2,25,27.4,217938.8,12000,8717.6,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,31.3,0,1
syn_case_0215,syn_item_0515,COMMERCIAL,TELECOM,31.8,5,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,32.2,43.6,-13.4,7,4,2.3,1,28.8,8541.3,12000,8541.3,LOW,WEAK,CUSTOMER_RISK_ESCALATION,89,ESCALATE,CONTRACTED,0,1,-6.1,100,0
syn_case_0216,syn_item_0516,MID_MARKET,HEALTHCARE,79.5,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,82.1,76.2,13.8,5,0,3.9,10,25.6,89243.8,12000,8924.4,LOW,STRONG,MARGIN_RECOVERY,3,RENEW,WON,1,0,-0.1,1.6,0
syn_case_0217,syn_item_0517,COMMERCIAL,TELECOM,83.0,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,65.6,67.4,0.5,1,0,4.9,5,25.3,8959.9,2400,1792.0,MEDIUM,MODERATE,BASE_CASE,0,RENEW,WON,1,0,-0.4,0,0
syn_case_0218,syn_item_0518,COMMERCIAL,TELECOM,75.9,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,80.4,62.7,13.3,0,0,4.9,2,21.3,75580.7,48000,37790.3,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,7.8,0.4,1
syn_case_0219,syn_item_0519,MID_MARKET,ENERGY,45.4,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,47.1,24.8,-6.8,4,1,3.1,1,9.6,1084.4,1200,1084.4,MEDIUM,MODERATE,ADOPTION_DECLINE,64,RENEW_WITH_CONCESSION,CONTRACTED,1,0,-7.1,60.6,0
syn_case_0220,syn_item_0520,ENTERPRISE,RETAIL,66.4,0,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,91.2,92.6,19.3,0,0,4.6,1,29.7,16864.6,24000,16864.6,LOW,STRONG,EXPANSION_UPSIDE,0,RENEW,EXPANDED,1,0,27.8,0,1
syn_case_0221,syn_item_0521,COMMERCIAL,PUBLIC_SECTOR,62.1,1,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,95.9,89.9,2.1,1,0,4.5,100,6.2,225112.6,2400,2251.1,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,27.1,0,1
syn_case_0222,syn_item_0522,STRATEGIC,FINANCIAL_SERVICES,79.7,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,77.3,85.8,15.3,3,1,4.8,1,4.1,143893.4,150000,143893.4,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,11.2,2.2,1
syn_case_0223,syn_item_0523,ENTERPRISE,FINANCIAL_SERVICES,72.7,1,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,67.2,74.1,8.0,0,1,4.5,3,21.0,14211.7,6000,4737.2,LOW,MODERATE,BASE_CASE,0,RENEW,WON,1,0,-4.7,2.5,0
syn_case_0224,syn_item_0524,STRATEGIC,HEALTHCARE,46.8,4,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,46.4,56.1,-7.3,13,1,3.5,1,4.0,46073.6,48000,46073.6,MEDIUM,MODERATE,CUSTOMER_RISK_ESCALATION,51,RENEW,WON,1,0,9.6,58.8,0
syn_case_0225,syn_item_0525,MID_MARKET,TELECOM,76.9,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,95.9,59.0,4.2,0,1,4.1,100,8.8,13674894.9,150000,136748.9,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,10.3,6.9,1
syn_case_0226,syn_item_0526,STRATEGIC,PUBLIC_SECTOR,98,0,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,111.1,84.8,31.2,2,0,4.6,10,21.8,187671.8,24000,18767.2,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,11.9,0,1
syn_case_0227,syn_item_0527,MID_MARKET,FINANCIAL_SERVICES,65.7,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,76.1,80.4,11.5,3,0,4.4,10,3.6,1445250.9,150000,144525.1,MEDIUM,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,17.5,0,1
syn_case_0228,syn_item_0528,STRATEGIC,MANUFACTURING,83.6,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,69.0,89.9,-1.0,2,0,4.3,1,20.2,38323.1,48000,38323.1,MEDIUM,MODERATE,BASE_CASE,0,RENEW,EXPANDED,1,0,25.3,4.0,1
syn_case_0229,syn_item_0529,MID_MARKET,FINANCIAL_SERVICES,44.1,4,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,38.5,38.8,-19.1,10,1,2.8,2,9.2,163409.4,90000,81704.7,MEDIUM,WEAK,ADOPTION_DECLINE,70,RENEW_WITH_CONCESSION,WON,1,0,-5.7,61.1,0
syn_case_0230,syn_item_0530,COMMERCIAL,ENERGY,65.5,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,65.3,66.1,-1.1,4,1,4.6,1,4.8,45716.0,48000,45716.0,LOW,MODERATE,BASE_CASE,6,RENEW,WON,1,0,0.9,6.4,0
syn_case_0231,syn_item_0531,MID_MARKET,ENERGY,49.5,3,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,45.5,27.1,-24.5,6,2,3.9,50,24.2,1818635.9,48000,36372.7,LOW,MODERATE,ADOPTION_DECLINE,74,RENEW_WITH_CONCESSION,WON,1,0,-10.5,69.1,0
syn_case_0232,syn_item_0532,ENTERPRISE,ENERGY,98,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,88.2,87.6,10.2,3,0,4.2,50,14.5,102544.6,2400,2050.9,LOW,STRONG,EXPANSION_UPSIDE,0,RENEW,EXPANDED,1,0,13.2,0,1
syn_case_0233,syn_item_0533,ENTERPRISE,FINANCIAL_SERVICES,71.0,1,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,45.3,49.4,4.6,6,2,4.0,2,19.9,76923.4,48000,38461.7,MEDIUM,MODERATE,PAYMENT_APPROVAL_RISK,48,RENEW,WON,1,0,4.7,40.9,0
syn_case_0234,syn_item_0534,MID_MARKET,MANUFACTURING,61.9,4,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,62.0,73.2,-0.1,1,0,4.2,2,18.5,3911.0,2400,1955.5,HIGH,MODERATE,MARGIN_RECOVERY,10,RENEW,WON,1,0,1.0,0,0
syn_case_0235,syn_item_0535,STRATEGIC,HEALTHCARE,59.0,1,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,89.3,78.4,22.4,2,0,4.4,100,9.5,1085568.9,12000,10855.7,LOW,STRONG,EXPANSION_UPSIDE,0,RENEW,EXPANDED,1,0,12.4,4.6,1
syn_case_0236,syn_item_0536,STRATEGIC,ENERGY,58.0,3,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,81.6,83.0,10.5,2,1,4.5,2,12.0,4224.5,2400,2112.3,MEDIUM,STRONG,BASE_CASE,7,RENEW,WON,1,0,3.2,0,0
syn_case_0237,syn_item_0537,COMMERCIAL,MANUFACTURING,51.6,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,48.0,27.6,-25.8,10,1,3.7,5,10.8,53505.1,12000,10701.0,MEDIUM,MODERATE,ADOPTION_DECLINE,67,RENEW_WITH_CONCESSION,LOST,1,1,-13.2,79.3,0
syn_case_0238,syn_item_0538,STRATEGIC,MANUFACTURING,32.6,4,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,40.4,47.2,-4.6,14,1,2.8,10,15.8,757708.9,90000,75770.9,MEDIUM,WEAK,CUSTOMER_RISK_ESCALATION,70,RENEW_WITH_CONCESSION,WON,1,0,-6.5,70.3,0
syn_case_0239,syn_item_0539,MID_MARKET,RETAIL,80.3,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,45.5,62.3,9.4,3,1,3.4,50,19.1,485223.6,12000,9704.5,MEDIUM,MODERATE,PAYMENT_APPROVAL_RISK,28,RENEW,WON,1,0,-1.9,21.3,0
syn_case_0240,syn_item_0540,STRATEGIC,HEALTHCARE,95.2,0,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,121.7,91.2,11.2,3,0,4.7,10,14.6,205000.9,24000,20500.1,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,14.7,15.2,1
syn_case_0241,syn_item_0541,STRATEGIC,FINANCIAL_SERVICES,71.0,2,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,76.2,84.6,0.2,2,0,4.5,3,4.0,432215.5,150000,144071.8,MEDIUM,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,14.5,11.6,1
syn_case_0242,syn_item_0542,MID_MARKET,MANUFACTURING,59.4,1,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,88.7,83.6,9.4,2,0,4.7,3,37.1,11328.9,6000,3776.3,LOW,STRONG,BASE_CASE,3,RENEW,EXPANDED,1,0,23.8,0,1
syn_case_0243,syn_item_0543,ENTERPRISE,HEALTHCARE,74.5,4,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,38.6,29.6,-4.3,4,1,3.8,1,8.4,43986.5,48000,43986.5,LOW,WEAK,ADOPTION_DECLINE,42,RENEW,WON,1,0,2.2,23.6,0
syn_case_0244,syn_item_0544,COMMERCIAL,PUBLIC_SECTOR,88.8,0,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,76.4,65.1,3.9,1,1,4.2,100,26.4,883273.6,12000,8832.7,LOW,STRONG,BASE_CASE,1,RENEW,EXPANDED,1,0,10.4,2.3,1
syn_case_0245,syn_item_0545,STRATEGIC,FINANCIAL_SERVICES,59.9,4,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,28.4,35.9,-9.3,5,0,2.8,3,24.7,108368.2,48000,36122.7,LOW,WEAK,ADOPTION_DECLINE,60,RENEW_WITH_CONCESSION,WON,1,0,-11.9,53.0,0
syn_case_0246,syn_item_0546,STRATEGIC,TECHNOLOGY,63.8,5,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,42.5,62.7,2.1,12,2,3.3,2,19.1,1942.0,1200,971.0,LOW,WEAK,CUSTOMER_RISK_ESCALATION,61,RENEW_WITH_CONCESSION,WON,1,0,-0.9,47.8,0
syn_case_0247,syn_item_0547,ENTERPRISE,FINANCIAL_SERVICES,86.0,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,122.9,80.1,13.1,2,0,4.4,25,1.8,147296.2,6000,5891.8,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,15.8,0,1
syn_case_0248,syn_item_0548,MID_MARKET,ENERGY,85.4,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,82.4,65.0,-2.1,0,1,4.6,5,21.9,23441.5,6000,4688.3,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,12.9,0,1
syn_case_0249,syn_item_0549,MID_MARKET,TELECOM,86.9,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,73.5,58.3,1.1,5,0,4.2,1,28.0,4317.7,6000,4317.7,LOW,STRONG,MARGIN_RECOVERY,6,RENEW,WON,1,0,2.7,5.2,0
syn_case_0250,syn_item_0550,ENTERPRISE,PUBLIC_SECTOR,72.0,1,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,71.7,81.9,-2.7,0,1,4.7,2,6.7,11198.3,6000,5599.1,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,26.9,8.9,1
syn_case_0251,syn_item_0551,COMMERCIAL,TELECOM,60.3,6,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,53.0,31.4,-12.0,17,2,3.2,100,10.6,2145104.0,24000,21451.0,LOW,MODERATE,CUSTOMER_RISK_ESCALATION,89,ESCALATE,WON,1,1,-15.2,100,0
syn_case_0252,syn_item_0552,COMMERCIAL,RETAIL,71.0,4,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,95.1,70.5,7.7,2,0,4.7,2,21.1,9471.6,6000,4735.8,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,17.7,3.0,1
syn_case_0253,syn_item_0553,COMMERCIAL,RETAIL,98,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,106.7,96.1,30.0,2,0,4.8,1,24.2,1818.3,2400,1818.3,HIGH,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,20.8,8.9,1
syn_case_0254,syn_item_0554,COMMERCIAL,PUBLIC_SECTOR,90.0,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,80.4,91.6,12.4,1,0,3.9,10,8.9,10932.1,1200,1093.2,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,14.3,1.8,1
syn_case_0255,syn_item_0555,MID_MARKET,FINANCIAL_SERVICES,65.2,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,84.9,70.6,10.4,0,1,4.9,3,22.0,210537.2,90000,70179.1,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,30.7,0,1
syn_case_0256,syn_item_0556,MID_MARKET,ENERGY,64.8,1,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,124.5,95.1,13.0,2,0,4.2,1,14.8,1022.0,1200,1022.0,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,32.5,8.1,1
syn_case_0257,syn_item_0557,STRATEGIC,PUBLIC_SECTOR,82.0,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,122.1,80.4,11.9,2,0,4.5,10,10.8,428006.8,48000,42800.7,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,14.5,7.1,1
syn_case_0258,syn_item_0558,MID_MARKET,FINANCIAL_SERVICES,84.3,0,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,95.7,74.3,11.1,3,0,4.7,50,14.9,255222.1,6000,5104.4,HIGH,VERY_STRONG,BASE_CASE,0,EXPAND,WON,1,0,2.7,0,0
syn_case_0259,syn_item_0559,ENTERPRISE,PUBLIC_SECTOR,94.6,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,77.1,67.4,0.4,0,0,4.1,2,11.7,84800.6,48000,42400.3,HIGH,STRONG,BASE_CASE,0,RENEW,WON,1,0,-1.3,0,0
syn_case_0260,syn_item_0560,MID_MARKET,TECHNOLOGY,54.8,2,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,26.2,49.3,-23.4,7,1,3.2,10,16.2,201004.2,24000,20100.4,LOW,WEAK,ADOPTION_DECLINE,66,RENEW_WITH_CONCESSION,CONTRACTED,1,0,-12.4,65.5,0
syn_case_0261,syn_item_0561,MID_MARKET,RETAIL,74.5,3,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,86.7,84.4,1.0,1,1,4.7,1,16.5,125292.0,150000,125292.0,LOW,STRONG,BASE_CASE,0,RENEW,WON,1,0,-0.9,0,0
syn_case_0262,syn_item_0562,STRATEGIC,FINANCIAL_SERVICES,48.4,2,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,69.2,37.4,-10.3,18,2,2.4,100,1.6,118084.3,1200,1180.8,LOW,MODERATE,CUSTOMER_RISK_ESCALATION,57,RENEW_WITH_CONCESSION,LOST,1,0,14.3,78.2,1
syn_case_0263,syn_item_0563,ENTERPRISE,FINANCIAL_SERVICES,22.3,1,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,33.1,58.9,-13.5,3,0,3.5,1,24.8,18051.0,24000,18051.0,MEDIUM,WEAK,ADOPTION_DECLINE,49,RENEW,WON,1,0,-3.5,54.3,0
syn_case_0264,syn_item_0564,ENTERPRISE,FINANCIAL_SERVICES,84.9,0,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,77.2,57.0,9.6,4,0,3.9,1,35.4,775.5,1200,775.5,MEDIUM,STRONG,MARGIN_RECOVERY,6,RENEW,WON,0,0,-4.1,0,0
syn_case_0265,syn_item_0565,COMMERCIAL,RETAIL,60.2,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,70.5,73.3,-0.9,2,0,4.3,2,26.7,17584.4,12000,8792.2,LOW,STRONG,MARGIN_RECOVERY,7,RENEW,EXPANDED,1,0,16.4,16.1,1
